,dttl,swin,dwin,tcprtt,synack,ackdat,label,proto_tcp,proto_udp,service_dns,state_CON,state_FIN,attack_cat_Analysis,attack_cat_DoS,attack_cat_Exploits,attack_cat_Normal
14773,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14775,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14777,0.11417322834645668,1.0,1.0,0.0004501234988616102,0.0010679658952496955,8.637270454004429e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14781,0.11417322834645668,1.0,1.0,0.0007553488222327467,0.0019079171741778315,0.00010322591518200413,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14782,0.11417322834645668,1.0,1.0,0.0004675649459113894,0.0010504263093788061,0.00011095030339290241,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14784,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14785,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14786,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14787,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14788,0.11417322834645668,1.0,1.0,0.00047226072011709915,0.0010543239951278929,0.00011446138894331069,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14790,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14793,0.11417322834645668,1.0,1.0,0.0004219488536273514,0.000951035322777101,9.901261252151416e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14794,0.11417322834645668,1.0,1.0,0.0011162526111858709,0.0010484774665042629,0.00079069646595195,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14796,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14798,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14800,0.11417322834645668,1.0,1.0,0.00044408607488284044,0.001038733252131547,9.058600720053424e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14803,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14805,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14806,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14807,0.11417322834645668,1.0,1.0,0.0004246321531734713,0.0009295980511571253,0.00010954586917273908,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14808,0.11417322834645668,1.0,1.0,0.00043335287669836085,0.0010095006090133983,8.988379009045257e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14809,0.11417322834645668,1.0,1.0,0.0004206072038542914,0.0009744214372716199,8.918157298037091e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14814,0.11417322834645668,1.0,1.0,0.0004185947291947015,0.00096857490864799,8.918157298037091e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14815,0.11417322834645668,1.0,1.0,0.0004595150472730297,0.001066017052375152,9.690596119126918e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14816,0.11417322834645668,1.0,1.0,0.0004460985495424303,0.001066017052375152,8.286161898963596e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14819,0.11417322834645668,1.0,1.0,0.0004668941210248594,0.0010835566382460411,9.83103954114325e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14820,0.11417322834645668,1.0,1.0,0.0004689065956844493,0.0010367844092570037,0.00011727025738363735,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14821,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14823,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14825,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14832,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14833,0.11417322834645668,1.0,1.0,0.0004843355680746386,0.0011322777101096223,9.901261252151416e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14834,0.11417322834645668,1.0,1.0,0.00039779915771227245,0.0009412911084043849,7.724388210898269e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14835,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14836,0.11417322834645668,1.0,1.0,0.00045347762329426,0.0010777101096224116,8.637270454004429e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14838,0.11417322834645668,1.0,1.0,0.00045280679840773005,0.0010465286236297198,9.690596119126918e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14840,0.11417322834645668,1.0,1.0,0.0005225725866068469,0.0012628501827040195,9.199044142069757e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14843,0.9921259842519685,1.0,1.0,0.13693078831315714,0.2262002436053593,0.06183302541113055,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14846,0.11417322834645668,1.0,1.0,0.0004018241070314523,0.000951035322777101,7.794609921906435e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14854,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14856,0.11417322834645668,1.0,1.0,0.0005326349599047965,0.0010036540803897685,0.00019591857371278337,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14859,0.11417322834645668,1.0,1.0,0.00043603617624448076,0.0010114494518879415,9.199044142069757e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14860,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14861,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14862,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14863,0.11417322834645668,1.0,1.0,0.0004548192730673199,0.0010523751522533494,9.690596119126918e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14865,0.9921259842519685,1.0,1.0,0.1597401761049492,0.27424116930572473,0.06839945760750415,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14866,0.11417322834645668,1.0,1.0,0.0004219488536273514,0.0009822168087697928,8.77771387602076e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14867,0.11417322834645668,1.0,1.0,0.0004092031807832819,0.000943239951278928,8.847935587028926e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14869,0.11417322834645668,1.0,1.0,0.0004789689689823989,0.0011498172959805116,8.707492165012594e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14870,0.11417322834645668,1.0,1.0,0.00048031061875545883,0.0011264311814859927,9.690596119126918e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14871,0.11417322834645668,1.0,1.0,0.000429998752265711,0.001007551766138855,8.707492165012594e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14872,0.11417322834645668,1.0,1.0,0.000385724309754733,0.0008906211936662607,8.286161898963596e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14875,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14876,0.11417322834645668,1.0,1.0,0.00047628566943627894,0.001064068209500609,0.00011516360605339236,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14877,0.11417322834645668,1.0,1.0,0.0005326349599047965,0.0012297198538367843,0.00011446138894331069,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14878,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14879,0.11417322834645668,1.0,1.0,0.0006265504440189923,0.0011498172959805116,0.00024156268586809131,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14880,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14881,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14883,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14884,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14891,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14892,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14896,0.11417322834645668,1.0,1.0,0.0004192655540812315,0.000951035322777101,9.620374408118755e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14897,0.11417322834645668,1.0,1.0,0.0003957866830526826,0.000917904993909866,8.356383609971763e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14898,0.11417322834645668,1.0,1.0,0.00044744019931549023,0.001073812423873325,8.145718476947263e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14899,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14902,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14903,0.11417322834645668,1.0,1.0,0.00039176173373350274,0.0008984165651644337,8.637270454004429e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14904,0.11417322834645668,1.0,1.0,0.00044744019931549023,0.0010114494518879415,0.00010392813229208579,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14906,0.11417322834645668,1.0,1.0,0.0004085323558967519,0.0009451887941534712,8.707492165012594e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14909,0.11417322834645668,1.0,1.0,0.000429998752265711,0.0010250913520097442,8.075496765939098e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14911,0.11417322834645668,1.0,1.0,0.0004031657568045122,0.000943239951278928,8.21594018795543e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14912,0.11417322834645668,1.0,1.0,0.00041658225453511166,0.0009724725943970766,8.567048742996261e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14914,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14916,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14917,0.11417322834645668,1.0,1.0,0.0004011532821449223,0.0009237515225334957,8.707492165012594e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14920,0.11417322834645668,1.0,1.0,0.0004031657568045122,0.000951035322777101,7.935053343922766e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14922,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14927,0.11417322834645668,1.0,1.0,0.00047091907034403917,0.0010367844092570037,0.00011937690871388232,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14928,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14931,0.11417322834645668,1.0,1.0,0.00038102853554902315,0.0008867235079171741,7.935053343922766e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14932,0.11417322834645668,1.0,1.0,0.00042597380294653116,0.0010172959805115711,7.935053343922766e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14934,0.11417322834645668,1.0,1.0,0.0004232905034004113,0.0009919610231425091,8.567048742996261e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14937,0.11417322834645668,1.0,1.0,0.0004695774205709793,0.0011244823386114492,8.637270454004429e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14938,0.11417322834645668,1.0,1.0,0.0004018241070314523,0.0009198538367844091,8.918157298037091e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14943,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14947,0.11417322834645668,1.0,1.0,0.0004460985495424303,0.0010543239951278929,8.707492165012594e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14949,0.11417322834645668,1.0,1.0,0.0004843355680746386,0.0011654080389768575,8.707492165012594e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14953,0.11417322834645668,1.0,1.0,0.00045280679840773005,0.0010757612667478683,8.637270454004429e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14955,0.11417322834645668,1.0,1.0,0.0005735552779831247,0.0014129110840438487,9.128822431061591e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14956,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14957,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14958,0.9921259842519685,1.0,1.0,0.15563405697449925,0.23020511571254568,0.07996848449609953,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14961,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14962,0.11417322834645668,1.0,1.0,0.00041524060476205173,0.0009822168087697928,8.075496765939098e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14963,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14964,0.11417322834645668,1.0,1.0,0.0007157701539274784,0.0018572472594397074,8.005275054930932e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14969,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14977,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14980,0.11417322834645668,1.0,1.0,0.00043402370158489084,0.0010056029232643118,9.199044142069757e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14983,0.11417322834645668,1.0,1.0,0.0004695774205709793,0.0010894031668696711,9.901261252151416e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14984,0.11417322834645668,1.0,1.0,0.0006211838449267526,0.001333008526187576,0.00016993654063976192,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14985,0.11417322834645668,1.0,1.0,0.00043335287669836085,0.0010172959805115711,8.707492165012594e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14987,0.11417322834645668,1.0,1.0,0.0004219488536273514,0.0009724725943970766,9.128822431061591e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14988,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14989,0.11417322834645668,1.0,1.0,0.00038907843418738283,0.0009120584652862362,7.864831632914602e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14990,0.11417322834645668,1.0,1.0,0.0003944450332796226,0.0009120584652862362,8.426605320979929e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14991,0.11417322834645668,1.0,1.0,0.00043804865090407073,0.0010309378806333737,8.707492165012594e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14995,0.11417322834645668,1.0,1.0,0.00045683174772690984,0.0010855054811205846,8.707492165012594e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14996,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
14997,0.11417322834645668,1.0,1.0,0.000519889287060727,0.001270645554202192,8.637270454004429e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
14999,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15003,0.11417322834645668,1.0,1.0,0.0004608566970460897,0.0010582216808769792,0.00010111926385175916,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15005,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15007,0.11417322834645668,1.0,1.0,0.00045750257261343983,0.0010835566382460411,8.847935587028926e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15008,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15009,0.11417322834645668,1.0,1.0,0.0004494526739750802,0.0010367844092570037,9.690596119126918e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15011,0.11417322834645668,1.0,1.0,0.0005319641350182665,0.001301827040194884,8.77771387602076e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15013,0.11417322834645668,1.0,1.0,0.0004595150472730297,0.001064068209500609,9.760817830135083e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15015,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15017,0.11417322834645668,1.0,1.0,0.000474944019663219,0.001097198538367844,0.00010182148096184082,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15020,0.11417322834645668,1.0,1.0,0.00041524060476205173,0.0009822168087697928,8.075496765939098e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15021,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15023,0.11417322834645668,1.0,1.0,0.0004192655540812315,0.0009822168087697928,8.496827031988096e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15025,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15026,0.11417322834645668,1.0,1.0,0.00042261967851388137,0.0009880633373934226,8.637270454004429e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15031,0.11417322834645668,1.0,1.0,0.00041591142964858167,0.0009705237515225336,8.567048742996261e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15032,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15034,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15035,0.11417322834645668,1.0,1.0,0.00043603617624448076,0.0010270401948842872,8.637270454004429e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15036,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15037,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15042,0.11417322834645668,1.0,1.0,0.008057277712111474,0.00624409257003654,0.006184426088489185,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15049,0.11417322834645668,1.0,1.0,0.00043737782601754063,0.0010036540803897685,9.620374408118755e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15053,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15056,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15057,0.11417322834645668,1.0,1.0,0.0004085323558967519,0.0009412911084043849,8.847935587028926e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15060,0.11417322834645668,1.0,1.0,0.0007110743797217686,0.0017929354445797804,9.83103954114325e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15061,0.11417322834645668,1.0,1.0,0.000428657102492651,0.0010056029232643118,8.637270454004429e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15065,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15066,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15068,0.11417322834645668,1.0,1.0,0.00039310338350656267,0.000917904993909866,8.075496765939098e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15069,0.11417322834645668,1.0,1.0,0.0004789689689823989,0.0011478684531059683,8.77771387602076e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15071,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15075,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15077,0.11417322834645668,1.0,1.0,0.00039310338350656267,0.000917904993909866,8.075496765939098e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15078,0.11417322834645668,1.0,1.0,0.0003924325586200327,0.0009042630937880631,8.496827031988096e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15082,0.11417322834645668,1.0,1.0,0.00043402370158489084,0.0010133982947624848,8.918157298037091e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15087,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15088,0.11417322834645668,1.0,1.0,0.0004937271164860582,0.0011264311814859927,0.00011095030339290241,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15090,0.11417322834645668,1.0,1.0,0.00042261967851388137,0.0009880633373934226,8.637270454004429e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15091,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15093,0.11417322834645668,1.0,1.0,0.0005400140336566262,0.0009218026796589525,0.00023313608054711138,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15097,0.11417322834645668,1.0,1.0,0.00038505348486820304,0.0009003654080389768,7.864831632914602e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15099,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15100,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15101,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15103,0.11417322834645668,1.0,1.0,0.00045414844818078993,0.0010465286236297198,9.83103954114325e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15104,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15110,0.11417322834645668,1.0,1.0,0.0003957866830526826,0.0009140073081607794,8.496827031988096e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15111,0.11417322834645668,1.0,1.0,0.000432011226925301,0.0010114494518879415,8.77771387602076e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15113,0.11417322834645668,1.0,1.0,0.0004460985495424303,0.0010445797807551766,9.058600720053424e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15117,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15120,0.11417322834645668,1.0,1.0,0.000519889287060727,0.001268696711327649,8.707492165012594e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15121,0.11417322834645668,1.0,1.0,0.0010082498044545454,0.0009705237515225336,0.0007057281956320691,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15123,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15124,0.11417322834645668,1.0,1.0,0.00038438265998167305,0.00090231425091352,7.724388210898269e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15125,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15127,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15129,0.11417322834645668,1.0,1.0,0.00046286917170567965,0.0011030450669914738,8.707492165012594e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15132,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15133,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15134,0.11417322834645668,1.0,1.0,0.0004554900979538499,0.0010621193666260657,9.409709275094255e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15137,0.11417322834645668,1.0,1.0,0.0005380015589970362,0.000853593179049939,0.00025560702806972453,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15140,0.11417322834645668,1.0,1.0,0.00045347762329426,0.0010484774665042629,9.690596119126918e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15144,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15149,0.11417322834645668,1.0,1.0,0.000498422890691768,0.001202436053593179,8.847935587028926e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15150,0.11417322834645668,1.0,1.0,0.00043603617624448076,0.001001705237515225,9.550152697110586e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15152,0.11417322834645668,1.0,1.0,0.0004581733974999698,0.0010601705237515224,9.760817830135083e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15154,0.11417322834645668,1.0,1.0,0.000431340402038771,0.0010133982947624848,8.637270454004429e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15155,0.11417322834645668,1.0,1.0,0.00044408607488284044,0.0010211936662606579,9.690596119126918e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15160,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15162,0.11417322834645668,1.0,1.0,0.0004447568997693704,0.001023142509135201,9.690596119126918e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15163,0.11417322834645668,1.0,1.0,0.00043402370158489084,0.0010056029232643118,9.199044142069757e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15164,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
15167,0.11417322834645668,1.0,1.0,0.0004407319504501906,0.0010504263093788061,8.286161898963596e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15170,0.11417322834645668,1.0,1.0,0.0004253029780600013,0.0009958587088915957,8.637270454004429e-05,6,1.0,0.0,0.0,0.0,1.0,0,0,0,1
15177,0.11417322834645668,0.0,0.0,0.0,0.0,0.0,6,0.0,1.0,1.0,1.0,0.0,0,0,0,1
